Vehicle_ID,Distance_Traveled,Battery_Capacity,Processing_Capability,Available_Storage,Number_of_Other_Tasks,Network_Latency,Number_of_Transactions,Block_Size
#05509,104.2249855,2892.404186,2.67421886,465.4790973,13,72.04797197,2166.729848,2.772189756
#05510,240.4372112,2896.481592,2.606329423,393.6670256,11,187.4959576,1812.449726,1.339841151
#05511,1.490472836,2141.46667,1.582541753,602.6251946,0,26.0872756,3132.454704,9.906828204
#05512,503.2351789,2849.036085,1.902518802,301.5308922,6,147.1662288,4359.971037,6.986449926
#05513,264.1725192,4376.034624,2.730992111,763.590004,5,178.6668152,1050.704621,3.08201391
#05514,78.98940503,4379.489588,1.268608079,375.0454016,15,143.754142,1674.141804,5.431701226
#05515,881.0005721,4233.058364,2.828889819,350.3779609,19,121.0599412,2239.825098,7.866623122
#05516,199.4663199,3926.925713,1.45037102,219.3276552,12,64.03878137,2091.52761,3.148674864
#05517,567.7524688,4634.465131,2.046896144,573.4123115,12,110.4421783,781.5947785,7.957193724
#05518,272.1939648,4596.376048,1.679602109,417.936925,4,26.65672474,3735.50493,3.8931863
#05519,597.9020761,3146.980557,1.565325633,1020.273044,10,55.42705015,2710.313747,8.998315
#05520,654.6423371,3995.806723,2.369348889,996.4362899,16,93.83542913,2904.90664,4.154371991
#05521,725.8657005,4656.007698,2.589655899,157.7825906,0,161.5216048,4419.246422,6.226576759
#05522,296.4303526,4219.548244,1.220014276,383.7596872,15,168.1827457,2979.531116,8.821287714
#05523,48.20786328,4775.49336,1.829555002,938.7196161,9,61.70995927,81.9936333,2.624615534
#05524,857.4143763,4931.944673,2.107779806,562.7874848,0,65.1940951,2146.480456,6.784704843
#05525,969.3244931,3523.568317,2.162228722,797.182601,3,55.01855902,1846.11448,5.103081228
#05526,886.3384941,3789.68642,1.792376515,433.3871143,14,158.4627444,871.1829746,1.079890951
#05527,83.52743861,3373.942385,1.829366968,472.2101661,12,27.53298447,3904.599599,6.506810912
#05528,785.3510586,3306.509261,1.190672789,860.6379186,3,107.3454949,1040.388491,2.550166025
#05529,486.5174611,2269.488005,1.501142771,340.1840307,18,35.05989055,4664.972696,2.476404576
#05530,632.4892156,3102.0169,1.575220426,661.0238022,0,49.30928509,761.6520548,5.580513553
#05531,612.1035354,3342.018885,1.862042621,749.8245013,15,157.4479276,3309.923254,5.792851117
#05532,535.4962588,3789.681954,2.400875696,269.5441222,4,63.08656676,1759.90489,7.432295768
#05533,675.4028616,2378.642358,1.890414895,833.5631423,12,137.6217928,791.5898964,2.248855662
#05534,616.7051071,4944.10394,2.643670466,693.6197292,13,58.50128186,4108.953431,6.446372753
#05535,577.2639429,3084.675387,1.571843538,683.4730491,6,11.2500644,4826.381131,5.992748733
#05536,143.6817086,2766.36761,2.393053129,763.8804092,2,114.9049208,4063.241766,6.231977985
#05537,865.0725112,3229.479605,1.652533185,143.6896216,2,59.11540359,3970.542304,4.198924102
#05538,753.7419271,3439.10255,2.836347057,411.0685676,1,50.65122597,4670.710905,4.330697367
#05539,964.4048307,3028.719879,1.585583895,270.7273296,18,182.5219552,4738.717543,9.876072153
#05540,791.9512604,4307.050384,1.118784293,713.118186,15,59.15116282,326.586472,9.523012811
#05541,582.9387497,4859.58271,2.958340087,323.0223259,5,32.76409725,4480.810457,2.197937429
#05542,917.2503835,2668.737315,2.799688406,580.9060661,7,65.42283339,954.246991,6.011733842
#05543,654.6084459,2136.156849,1.803466599,425.5912919,9,189.6377432,2084.413798,7.624611071
#05544,310.81956,3698.013649,2.778012207,867.0569653,11,124.3647297,2576.050233,6.579224046
#05545,176.3279107,3919.303145,2.657087878,163.9768252,6,28.41129547,4918.401754,8.703665757
#05546,604.7034714,4567.235212,1.462089224,361.7597136,14,114.4138142,4374.630506,8.418966396
#05547,736.4379608,4713.872015,1.335251166,543.7838544,9,60.50625464,1010.821849,1.642888921
#05548,824.3379728,2033.499444,1.116115984,760.0435736,3,66.28386038,1150.515935,4.424537855
#05549,286.0026515,2539.47382,1.376643216,609.4491969,5,195.7735267,4761.497961,5.547048882
#05550,902.0981415,2978.492759,1.498982878,856.4962662,1,152.3709037,180.0645685,9.181045095
#05551,578.393305,2934.363087,1.067819483,593.4520639,8,27.05251084,3520.019201,3.309879298
#05552,723.3699616,3479.551319,1.885359924,686.3335819,12,126.0003403,605.3643431,7.76920868
#05553,808.3247003,2420.024243,2.687344881,363.6969311,4,147.3314115,2406.949157,4.02708318
#05554,931.3507021,4540.634516,2.303722677,725.3155845,1,34.67168784,3360.643293,8.981902225
#05555,290.7003568,3562.333988,1.158231841,657.5943211,9,145.8139077,2125.65711,6.234929902
#05556,393.074152,4945.827011,2.688816203,656.8942433,16,145.3779396,1202.24556,4.614995943
#05557,900.0673382,3866.797301,2.882880293,557.7425647,16,128.0342391,1168.541365,6.071132509
#05558,834.6416623,3223.00746,2.427584847,659.2789089,10,198.7651247,3056.453886,7.636659295
#05559,399.7371078,2994.532275,1.073949972,801.2203434,12,143.5192122,3500.611385,2.894990487
#05560,467.8709276,4596.222519,2.353129658,287.5617849,19,139.3963353,2878.575882,4.328420369
#05561,717.4304784,4634.566482,2.210494134,979.7713887,2,182.1979613,3182.013893,9.081770974
#05562,62.18839646,2730.659724,2.739063054,648.0976504,12,159.4508784,1636.688777,2.480117466
#05563,367.951297,3471.056379,1.949564229,247.3999731,9,187.8892701,4186.379138,9.249208292
#05564,207.02397,3296.284349,2.395352386,943.4640908,9,56.35269284,601.6551545,9.941848517
#05565,519.2763885,4598.046883,1.569037605,309.0148978,17,197.239095,3369.451336,1.61882782
#05566,772.3303237,2684.734947,1.704082966,440.8385431,10,97.61940908,4124.553926,2.577746498
#05567,130.7949417,2452.895023,1.499408436,308.980489,14,62.62616297,2170.571018,6.133507619
#05568,986.7477227,3347.497603,2.006999467,875.2549148,11,187.8039808,1741.036089,4.571716416
#05569,467.6445987,3359.377395,1.360200615,561.9131929,15,186.4515321,4742.511152,3.122734753
#05570,773.2436703,2892.953758,2.462099073,160.2705345,5,128.6224267,4523.585592,9.662926645
#05571,353.0639306,4435.536991,2.82393853,407.6120798,12,95.04413562,4870.760769,9.839437201
#05572,488.6486414,4461.635175,2.494252182,704.1110313,11,138.7970981,4730.812432,1.869178932
#05573,964.8993774,4079.253746,2.542071631,447.9538204,11,140.0682015,382.7245517,8.801433678
#05574,690.5718949,4858.160946,1.55416638,375.4344842,1,59.5042527,188.4307676,9.911198725
#05575,26.62756692,2270.401233,2.238387849,613.8340497,10,175.5868015,1128.256427,2.674138122
#05576,232.7501512,4835.693604,2.344003728,540.3793389,15,152.1205556,550.6376921,1.596715582
#05577,260.0014962,2458.687636,2.597697394,277.8085669,19,170.7831329,2647.910188,6.012708264
#05578,958.9480177,4171.815639,2.876328052,742.268864,14,22.75341636,3063.474854,8.565191464
#05579,769.7991013,3336.03256,2.348787006,420.9021588,7,48.55567875,389.4788142,9.974058877
#05580,678.9519865,3577.190252,1.866634413,859.3053611,9,175.5668608,837.4956363,8.597307146
#05581,70.58108792,3144.635037,1.420409655,766.0071844,18,23.99619143,319.6555944,9.927952432
#05582,804.0107109,3073.098132,2.450669476,877.1064041,14,156.986508,1760.036592,3.828113082
#05583,182.4915882,3806.632076,1.283849256,528.707573,2,80.4409311,552.9324353,1.112336709
#05584,149.6316941,3789.556444,1.013070407,834.8894376,14,164.0638113,3499.686001,9.550818311
#05585,868.9810538,4141.330172,2.173672954,421.6345683,9,14.83860567,1676.511629,9.533437126
#05586,6.032106803,4149.87798,1.928887929,250.0225083,8,72.00819891,3797.104663,6.8709333
#05587,64.21660422,2089.20001,2.141173205,487.5504256,3,91.51470475,1869.14326,6.596234466
#05588,919.4865829,3625.555572,2.115613444,805.523014,16,52.06028966,525.6104613,3.346334383
#05589,252.3038749,3997.4518,2.153585964,586.3615356,12,119.9752352,2665.959982,6.957443146
#05590,774.5639361,4337.512478,2.003758636,403.0997509,2,102.6598565,3372.00631,1.035021073
#05591,657.5160142,4666.016922,2.19674906,965.6953073,16,148.7923443,2196.375433,3.297875805
#05592,113.1201299,2978.017484,1.266344447,526.738327,1,175.1786939,4827.229398,9.284254193
#05593,795.1339744,3181.415892,2.31353297,242.2048721,17,152.1410133,4006.399576,6.036904125
#05594,208.1835946,2296.558675,2.980191804,927.447294,9,42.33342963,2643.873544,6.633325936
#05595,695.7311545,3333.643824,1.536698063,197.576652,0,100.1230817,3274.917607,7.09334995
#05596,381.4724892,4747.46517,1.118070041,716.3260919,7,80.41896462,2037.331098,1.989457657
#05597,545.2150984,2885.683484,1.092155394,505.4278399,11,141.5584088,2651.154255,8.704088574
#05598,946.2602532,2714.18873,2.927849035,297.793711,0,150.7236128,1853.458789,2.403660627
#05599,259.9207105,2495.435182,1.783226636,205.7098612,6,18.35575334,4483.703983,7.846507859
#05600,301.7983579,3741.730373,1.297004298,260.8461676,10,144.2498544,1575.247707,7.43985991
#05601,293.2328913,3570.249401,1.99858479,649.9603779,4,184.7646997,4325.845326,6.393528035
#05602,370.6527044,3340.628678,2.973133806,577.7176777,2,190.9519823,495.5458304,2.562041403
#05603,577.0468139,2802.420849,2.374704367,529.5128675,11,108.1558198,3722.794651,7.817245518
#05604,800.4509415,4932.283344,2.715884601,227.5818203,1,149.5289646,1456.746689,6.342828891
#05605,893.2204046,2482.592038,2.009988171,610.1344913,7,35.44316451,2651.203793,5.038892852
#05606,62.12769533,2830.932078,1.792416837,156.6039712,16,45.90189273,3863.837737,6.822077682
#05607,650.4464385,2942.095044,2.463629372,599.9663936,10,42.86221078,482.1152926,9.280011748
#05608,592.8121918,3256.423492,2.622072426,187.6137119,18,38.91900256,2783.21796,6.440583171
#05609,601.33812,2540.789463,1.353711698,172.3922878,19,84.22582866,4209.722667,6.058035591
#05610,793.5399785,2461.017262,2.810629046,899.2175661,3,168.9756969,2619.019472,8.171295105
#05611,937.9184089,2726.855264,1.856137173,947.4314743,10,163.584785,4027.500825,5.149832892
#05612,748.5079061,3573.907324,1.188179007,324.3134049,7,114.1644863,4882.390056,1.574486133
#05613,172.4530757,4293.959449,1.474114711,922.7508014,11,109.5944277,2127.123515,4.667300698
#05614,954.6965116,2832.868055,1.114938251,624.3195223,18,169.9560288,1498.251263,4.905538445
#05615,865.3408203,4365.296916,1.758773312,503.3197443,13,79.87510625,1140.19238,7.711350569
#05616,300.3557708,2201.66608,1.045267507,300.4162436,14,182.1185252,1506.629727,4.938228765
#05617,123.1300818,2702.681395,2.660279692,506.1000418,6,145.9680912,4831.941638,8.429056572
#05618,806.1846114,3265.799727,2.460282896,392.628787,8,140.3234634,1026.591662,5.101660757
#05619,976.3754731,3030.575553,1.634293192,770.6529616,3,108.1398446,431.5765412,2.452049043
#05620,128.3596209,2831.209728,1.813904787,222.192534,11,115.8217561,658.7984613,6.90236113
#05621,651.707989,3113.685996,2.592554729,430.3838727,3,84.62858734,370.0694621,8.363817361
#05622,10.82705116,4475.311745,2.415992782,492.0642643,10,113.6495874,4471.077054,4.394955124
#05623,36.45741468,2551.659143,2.427149593,433.4613782,7,143.0976017,3839.144407,6.0376873
#05624,785.3970281,3313.079466,2.848389619,621.0461933,16,175.4670401,4172.406179,1.56843287
#05625,815.7679999,3938.517153,1.527856711,213.968999,14,187.0599165,4354.910488,8.946198145
#05626,349.996817,3241.983606,1.695770172,984.9374948,16,176.6740528,816.4331936,8.466733467
#05627,448.5124102,4710.725862,1.255576618,280.1755949,12,59.80539279,2931.354965,9.665927299
#05628,779.6977232,2298.736787,1.834098269,868.260169,17,167.021911,1608.188809,9.243219175
#05629,857.8469506,3230.036374,2.358658765,643.7089444,11,65.53720092,2167.62058,5.739888941
#05630,276.8246315,4866.31934,1.198123025,413.4372105,5,11.04131482,1353.13489,4.673005886
#05631,784.503584,3398.00334,2.610707873,358.6667721,8,167.8720072,2053.85522,6.410485468
#05632,201.6771739,4503.110282,2.485703712,714.5847433,17,142.7929368,280.787786,7.607457869
#05633,447.894905,2205.341543,1.413731139,983.4586518,6,178.429297,4701.507964,8.196045038
#05634,719.1783546,4197.036522,2.204646039,212.153388,17,52.81276512,584.3143039,9.586293559
#05635,686.1126269,2834.880517,2.706080407,443.6710354,0,136.061209,1500.44963,6.946382643
#05636,502.7867675,2239.74858,1.010129977,748.4985202,16,161.7197896,4495.478127,1.53214402
#05637,670.2035318,3896.711781,1.364423212,457.0276064,5,119.2351932,1081.257242,3.731776296
#05638,51.4823578,4414.152812,1.485390231,505.8599785,7,100.4374238,1103.26957,7.427210475
#05639,288.9789893,2394.378116,2.346112491,613.7384258,1,191.2842205,2099.870782,1.439733279
#05640,217.0566947,2197.984658,2.23023958,307.4507391,0,48.87336937,737.626863,5.467259848
#05641,82.71128264,4789.277248,1.816974323,276.4812341,0,119.3273438,3769.717231,1.096705205
#05642,208.4814462,3204.987345,1.86221656,142.7065804,5,34.85507262,1954.246401,6.2161652
#05643,860.1701077,2628.305875,2.446450611,132.3608439,13,157.4509222,2713.760255,4.992595299
#05644,896.3831278,4886.991704,2.14159432,714.3341518,3,155.977625,2912.017797,2.211479511
#05645,533.5731387,4809.39598,1.917762442,747.901032,10,135.0337591,4026.232095,6.053610801
#05646,484.9107434,2812.130786,1.036283332,194.9075787,19,20.49713249,3560.492496,5.070309007
#05647,463.7045322,2574.748533,2.8434855,639.1085684,16,56.5897255,4852.614888,1.854428995
#05648,959.0859427,2376.659417,1.317106185,882.6094675,8,40.98119077,2138.34472,6.551324274
#05649,940.8778572,3227.362458,1.085248793,523.830945,15,66.81945491,17.97712712,2.261776607
#05650,217.2714338,4320.456965,2.460932967,414.5356186,7,35.72334514,4672.003741,9.573267929
#05651,95.89675754,3041.520067,2.631469748,893.4969401,3,14.12353921,230.168383,6.441683083
#05652,55.32878763,2747.152615,1.815094018,926.0332733,6,48.27777982,2761.07757,1.28277347
#05653,358.3056888,4342.668677,2.156525714,291.4550033,3,170.8091242,1856.748379,7.070665997
#05654,418.1253082,3146.867312,1.574061044,881.307529,6,198.7749156,1496.037768,9.146168709
#05655,248.4280683,2188.185659,2.933335318,366.7901702,14,189.473343,3922.863701,8.479388598
#05656,920.3048475,3331.558165,2.348107036,461.8337218,15,162.1567003,1166.198849,9.760271336
#05657,837.3168503,4580.397586,1.439304147,241.1307718,17,25.66803402,4670.051823,2.150730364
#05658,744.718611,4964.10476,1.743475296,736.7315448,8,56.94581028,2264.615006,3.128187116
#05659,484.4125004,3732.647721,1.086793274,348.262179,4,72.48731489,3694.326131,5.420988505
#05660,886.6092726,3188.693931,1.778867974,410.8635821,6,74.41096294,3678.676641,7.409575476
#05661,945.2421677,3682.023514,2.911338411,682.4510983,7,114.9173366,1763.171775,8.448371729
#05662,887.7843281,3150.10676,1.439695278,226.2224721,17,69.15383954,3983.793907,8.458134741
#05663,262.0998664,2862.918271,2.109862788,352.8651247,7,176.1863704,4679.41415,5.586952628
#05664,864.3631465,4205.94354,2.757619594,416.6270106,12,96.83308282,3605.925509,6.424719062
#05665,351.0167448,2626.559996,2.82485221,457.7856164,16,163.1323204,2329.619607,4.201213915
#05666,124.1449551,2347.692703,1.972291896,445.4299806,16,51.60490421,2666.231932,5.934824644
#05667,743.8787768,4463.553854,2.525808255,743.4139682,0,33.25501167,1113.948097,4.33268022
#05668,809.075676,2160.284783,2.843199261,725.738205,9,159.5361321,545.578224,3.098924478
#05669,986.7939817,2256.89328,1.875117475,178.9369638,14,63.46661347,3018.366772,2.388625152
#05670,481.4765266,3310.815855,2.805673872,787.7518994,10,174.046159,3311.050022,5.675879837
#05671,251.7715155,4999.404347,2.762387879,713.9497884,4,141.4111467,2902.266393,6.487778522
#05672,66.32612919,2321.118497,2.857254688,277.5315058,12,109.451375,493.1838626,7.826058011
#05673,413.7703858,3138.3517,2.829909312,545.3228921,6,173.3595625,839.8146073,4.321728682
#05674,577.8511964,2296.671809,1.61978815,403.0337479,13,166.3037711,2513.801453,1.14732689
#05675,497.0015841,3323.552399,1.095835144,509.2367151,11,93.12588492,4329.756327,2.50850058
#05676,163.6248618,3024.042459,2.798317942,227.3876838,17,151.9644365,1257.988905,3.134056015
#05677,372.173925,3884.631425,1.797058653,600.6186657,4,179.9941984,907.5293836,1.026168945
#05678,917.9885391,4868.116401,2.253138109,438.5266071,11,157.8996328,2470.701407,5.447384598
#05679,459.8345662,2591.568008,1.661535099,272.67251,8,42.23381439,4158.199964,5.965482186
#05680,512.7112221,4039.354674,1.978387819,863.8686593,12,72.26140943,3294.740452,5.564896191
#05681,472.4397072,4845.85728,2.540361065,320.8766746,1,106.5508331,3354.879151,5.072703127
#05682,385.3305476,4394.949632,2.670036875,725.0652356,9,169.2083046,2484.196126,9.061286368
#05683,61.5664638,4596.624725,1.900277047,595.5484405,16,150.6029135,275.913279,4.04064872
#05684,229.9553234,3260.08612,2.295776194,345.3730148,3,40.25121678,518.6317422,2.940938975
#05685,500.4978385,4918.714689,2.665684891,406.0450273,5,192.5428472,4715.01519,5.231604505
#05686,584.8483979,2697.802486,2.647752376,659.4013564,9,186.136476,3370.991271,7.98058267
#05687,478.6598215,2542.620162,2.06444454,643.6945364,14,23.21958102,2340.658341,7.41611991
#05688,364.5288815,4814.150357,2.68732247,782.5076053,14,55.84182198,3268.572675,1.30826915
#05689,803.6939739,3012.721001,2.356638339,794.8164734,0,50.07264813,3518.612303,4.005910364
#05690,695.0708471,3551.217567,1.754343342,259.8481557,0,172.5914106,317.38024,3.913102955
#05691,945.4747307,4176.622959,2.584045121,891.8249458,9,81.05520253,2721.773696,8.52540075
#05692,28.70783074,4985.677803,1.784414327,307.626612,19,163.8868621,4549.406488,2.797210048
#05693,744.3353702,2495.256392,1.13445071,223.1994372,0,73.48269022,4094.434577,9.096299385
#05694,62.3144927,4331.863419,2.834544178,397.3891734,12,28.04155684,3670.828407,9.188511926
#05695,291.6884582,2761.091187,2.877088769,777.1877054,13,44.78868407,4169.758876,7.986006739
#05696,917.1848657,3119.040415,2.955298783,244.462473,9,101.8641899,819.7199849,3.860724238
#05697,775.5799411,3649.311137,2.314019695,346.7301158,10,64.54303395,4771.084613,7.401251736
#05698,662.3571433,2298.589676,2.365229841,824.8668607,0,97.71548793,2009.227714,8.413258112
#05699,400.2967751,4705.173641,1.172830529,343.0957965,11,130.7235409,1502.410627,4.721875351
#05700,50.77772124,3418.114946,2.510215337,904.0219848,3,90.12624535,1388.403466,5.443873422
#05701,260.992552,3416.848305,2.247479112,921.2693634,14,20.89844605,1317.565583,4.558501206
#05702,481.3879485,3411.432144,2.424069903,381.8181942,16,110.2946274,3292.939817,7.796890443
#05703,423.3556145,2259.191154,1.254944062,738.1073112,15,123.9579911,4844.325951,2.16547711
#05704,458.6743785,2521.87002,1.540614208,998.9678699,15,79.4495863,412.3445771,8.711302606
#05705,31.2806184,2835.732097,2.79746283,194.6574084,2,179.0246199,297.4141742,9.998427949
#05706,633.4410311,3763.131105,2.68595944,230.9373384,18,154.8139305,1188.638261,1.199858459
#05707,451.5146163,4988.334532,2.096861512,642.5742296,2,94.69646137,693.886713,2.209537916
#05708,17.77192882,3103.052171,2.198266548,945.9626889,6,97.61375768,3221.487695,9.032919712
#05709,939.2741286,4544.749399,2.093324431,415.1144762,6,115.2532317,2445.759966,6.6793021
#05710,198.5027227,2041.395736,2.718081946,890.9872137,10,102.3830097,896.2009765,9.081235927
#05711,170.420005,4319.247585,2.212305917,217.944694,2,175.2620077,394.756361,9.741376276
#05712,755.3389512,3384.469271,1.287803074,678.5214315,7,107.7879162,425.3105343,9.39489415
#05713,349.3144914,3998.48857,1.099469731,941.7969456,5,63.80527517,1607.273852,8.179733928
#05714,611.9368321,3324.836035,1.410221936,445.0294752,12,143.0936258,2248.349759,2.100015442
#05715,6.960174678,3096.188278,1.887173311,300.6244684,3,176.2436979,1238.037174,2.011686788
#05716,432.0024597,4696.561024,2.78519176,1004.014324,11,129.4647433,4035.476765,2.387338207
#05717,25.80917762,3798.943063,2.78341069,133.6895312,5,77.88560128,1883.036957,9.522680761
#05718,210.3522901,2321.452161,2.130710763,828.9124165,8,46.2167756,4733.429504,8.621004453
#05719,195.5226964,2170.464736,2.068077317,193.6559039,11,50.23940465,23.00600808,8.243231235
#05720,970.9558325,2355.491502,2.708060163,854.1509035,6,64.30615189,4991.765789,7.984027991
#05721,303.1106734,2565.555813,2.002254516,574.605884,0,113.4132013,2793.98638,1.639384524
#05722,839.4121345,2610.236476,1.325402882,870.8243066,0,156.1642361,63.49663503,3.545295509
#05723,421.3358249,4872.726095,2.125214673,157.9539643,13,38.80839133,1359.714406,8.738950496
#05724,862.2672011,2390.644681,1.869519555,803.4647159,4,166.6058012,4140.496528,4.7114831
#05725,663.1244422,4142.494051,1.670528466,525.1700846,7,54.38889598,3064.691843,7.532174261
#05726,8.08533208,4685.456855,2.350902117,311.110637,17,38.69107749,2828.106202,5.698140077
#05727,112.4886249,3297.835145,1.010898483,297.3393558,3,113.6156142,2850.029469,9.845688469
#05728,32.31366185,4279.072338,1.763999453,836.4176829,16,24.98096685,2891.796504,8.076207552
#05729,91.35460955,4437.478025,1.493346769,725.6419535,1,21.88636355,605.3699424,4.885030764
#05730,221.0937558,3357.901619,1.600152183,717.2140806,6,38.03297289,1608.791258,1.181152193
#05731,785.7971051,4293.296058,2.518481432,602.1030911,10,196.9216184,1129.806937,2.917678863
#05732,733.9469502,2044.360135,1.203950365,612.1025202,19,53.02726049,4006.746995,4.902115416
#05733,245.4688426,2482.954113,1.06798051,341.5046785,4,125.421358,2769.087466,6.83648874
#05734,391.0325186,3891.435982,2.24727406,975.5364596,5,110.5511834,3265.815303,9.720308898
#05735,859.6284472,2888.975443,1.733172774,166.2197832,0,140.020406,3133.921585,7.432535373
#05736,73.2488381,2860.349106,2.300796583,744.3082207,15,71.160252,2732.992913,5.065855995
#05737,565.2509429,3177.155276,1.734915002,144.0547394,18,51.68476164,2851.321181,5.485371805
#05738,115.9130352,3031.003397,1.179056925,685.3240858,8,104.7732395,3335.28417,6.193028574
#05739,994.0606717,2849.425359,2.532643799,378.3534279,10,166.9194341,1644.01583,7.8840119
#05740,442.2045062,3290.643379,1.978477395,1011.269149,5,68.54104759,457.1199432,4.785280186
#05741,915.3560137,3393.49982,1.37731501,263.0584232,16,128.9569269,857.7667557,5.583513007
#05742,153.8297296,3928.030558,2.349990587,780.5491787,2,196.4644162,1003.836475,3.898431917
#05743,990.3158672,3744.262538,2.297758939,511.0244754,12,69.74328904,464.3195225,9.102781712
#05744,60.24462976,2486.820574,1.789080806,329.4022659,2,64.72492642,521.4965364,4.754805974
#05745,59.86340003,4356.877511,2.896830405,929.2357211,3,146.1808179,1687.962937,1.278848017
#05746,823.4138988,4915.659216,2.001381178,215.1766868,9,45.93356565,4587.721789,6.832835499
#05747,776.8156493,2915.214838,2.415609294,344.4399541,3,85.56194233,268.1164828,6.770911406
#05748,248.6888523,4646.757875,1.881017349,933.558791,10,100.8056336,2954.774044,5.475273691
#05749,247.5990746,3917.622696,2.97588045,757.1526492,1,79.11493294,4629.347811,3.310072499
#05750,473.1824249,3128.302442,2.335486822,992.8503649,2,152.765085,3570.653403,1.998838418
#05751,943.6589366,4577.393977,1.777246801,209.0491027,4,40.10942199,4557.611526,8.321760209
#05752,626.2606388,4598.495158,1.048996223,760.5545944,13,101.6535428,1791.394349,1.258252589
#05753,832.6971278,3451.756744,2.194282769,185.2901343,14,54.94900804,2719.75309,2.227381469
#05754,867.2363182,4354.880101,1.034102188,441.1871696,4,13.78693102,2273.22361,8.930051352
#05755,135.3149432,3739.584124,1.388872448,585.7454684,16,95.75975183,1905.213585,7.310444697
#05756,579.2297226,2469.546769,1.975509092,885.6094426,11,64.83526469,2260.308298,2.45404843
#05757,986.9538364,3718.391254,2.680087578,823.2742652,12,106.6714711,4823.98411,8.853613212
#05758,96.54962118,3186.611868,1.734980067,982.2880549,8,136.0427003,4493.573252,4.013140721
#05759,444.1028951,3921.46599,2.01331326,307.551258,14,134.247935,2721.549422,2.640823307
#05760,765.0884644,4513.275945,1.706631464,634.6272936,9,134.2397414,2252.615733,5.841830042
#05761,989.5874845,4079.285409,2.226289237,386.0015979,6,184.6953699,1947.285478,6.697578301
#05762,120.5963886,2933.887089,1.867039894,914.9412668,2,98.18436292,1604.323638,7.755242351
#05763,405.0348618,2131.024938,1.655145952,635.7366556,18,52.8925978,2255.534637,2.684424433
#05764,753.2076012,3064.027256,1.861768198,264.1227181,10,63.17912394,4185.806317,9.578593437
#05765,594.4858595,2547.159762,2.467241858,263.3325246,6,78.07432397,2168.476642,2.307403894
#05766,878.7744136,4236.589838,1.897994117,1001.773777,19,138.2526305,3842.144389,2.82144526
#05767,103.0445441,2027.213396,2.511938474,243.7411866,12,12.85554218,2849.915781,8.084048808
#05768,542.9700488,3714.702143,1.194452939,341.5387041,18,178.7260275,1542.797489,1.463746235
#05769,609.5847187,2202.316895,2.969221673,360.8211826,19,194.4879306,784.275591,5.95273972
#05770,814.4502751,2652.416755,1.360648491,938.5742171,12,157.0085784,1466.190583,9.527700041
#05771,845.7769364,3166.692944,1.414209797,641.325243,18,139.3666615,2043.932211,5.130642272
#05772,474.6908951,3413.554554,1.648811255,334.526159,19,103.9416534,1613.403485,2.256464578
#05773,604.7205809,2102.882853,1.403568143,1010.844467,7,130.1551858,1467.954789,7.700995195
#05774,8.844876619,2180.999244,1.83647519,314.3840808,12,164.9521398,1448.112282,5.287081952
#05775,689.3399951,4209.834341,2.027468136,282.2567136,4,182.5276155,334.0206151,4.069659183
#05776,16.4306286,2862.818309,2.6520077,946.3289162,9,83.52836978,1226.57051,7.958277582
#05777,647.4412781,3601.126422,1.886274911,480.3662607,6,69.20072455,2706.603129,1.248583871
#05778,506.3901505,3480.562041,1.2997089,800.3758721,7,76.45669367,475.945996,5.83223957
#05779,954.1056591,3422.698273,1.924084565,969.9816971,4,23.33053926,3783.432198,9.66713641
#05780,163.9109397,4217.038893,1.536304878,549.7873923,2,145.8729792,2630.521542,5.464985576
#05781,384.3929512,3680.631556,1.149445438,1001.559461,5,11.70290272,4431.116041,4.853797789
#05782,857.4402493,3524.168401,1.405360929,912.8111566,6,155.0643391,2444.83303,9.542687343
#05783,514.5812778,2450.183581,1.239554089,423.9115226,13,144.5209096,3654.765139,5.126775369
#05784,814.8097114,2560.647417,2.379812244,429.2596029,17,121.9887555,3673.507114,6.091294681
#05785,507.9180255,4758.431168,2.650065309,882.5049172,5,74.5274793,425.4355026,8.408449679
#05786,682.7195944,2715.430013,2.546234998,231.8987275,4,39.49884413,585.590428,1.414482089
#05787,881.6610535,2626.018634,2.636281011,595.0284504,8,72.07576983,113.7691102,2.777340632
#05788,55.76101098,2557.307477,2.028313406,134.9845546,11,110.2634491,812.7350807,2.903185898
#05789,880.9771566,3525.193051,1.89581532,422.7444366,16,39.43315682,4274.462514,1.553907126
#05790,179.7816907,4393.787574,2.427304009,865.585997,3,69.39885446,2145.107387,2.192402403
#05791,755.5417812,4213.451585,1.047856607,619.2214649,5,39.53515123,991.300383,6.164214757
#05792,566.2652847,2402.127778,2.676847282,566.4873232,16,97.06695373,3535.207314,8.605441763
#05793,333.5894814,2353.389219,2.376765359,287.4429436,11,43.08520015,3837.353882,1.745999783
#05794,958.5512098,4167.244882,1.032654115,161.9501417,15,118.1158609,1875.658969,8.426416925
#05795,841.5918686,3722.730685,1.732182572,431.5892885,7,198.9907741,1371.569662,7.233000418
#05796,286.2716589,2135.994692,2.827608011,1014.037614,16,12.36692722,3542.228873,3.227122295
#05797,203.480471,4316.679146,2.304901923,357.7990587,13,91.68587019,441.8221088,5.51453381
#05798,359.6315382,3582.021865,1.763828415,431.4007642,2,76.8618255,303.2058689,7.653410126
#05799,332.783699,2940.186513,2.812846539,762.7126552,8,33.08076467,2610.964134,7.864798859
